大字町丁目コード,大字町丁目名,緯度,経度,原典資料,区分
212180001000,根尾宇津志,35.584269,136.624717,1,1
212180002000,根尾平野,35.597128,136.626003,1,1
212180003000,根尾高尾,35.598897,136.621276,1,1
212180004000,根尾水鳥,35.622681,136.616005,1,1
212180005000,根尾板所,35.637052,136.612321,1,1
212180006000,根尾樽見,35.638751,136.611745,1,1
212180007000,根尾市場,35.638495,136.608473,1,1
212180008000,根尾神所,35.642344,136.601024,1,1
212180009000,根尾中,35.650196,136.597003,1,1
212180010000,根尾越卒,35.653877,136.591639,1,1
212180011000,根尾門脇,35.658583,136.584784,1,1
212180012000,根尾大井,35.656407,136.583809,1,1
212180013000,根尾長嶺,35.665651,136.576299,1,1
212180014000,根尾天神堂,35.672163,136.574116,1,1
212180015000,根尾長島,35.680596,136.569382,1,1
212180016000,根尾能郷,35.687145,136.564938,1,1
212180017000,根尾黒津,35.709079,136.583962,1,1
212180018000,根尾越波,35.740575,136.605616,1,1
212180019000,根尾大河原,35.752998,136.576253,1,1
212180020000,根尾東板屋,35.650286,136.619781,1,1
212180021000,根尾小鹿,35.656871,136.637923,1,1
212180022000,根尾松田,35.662822,136.651314,1,1
212180023000,根尾下大須,35.710494,136.667446,1,1
212180024000,根尾上大須,35.728406,136.656406,1,1
212180025000,根尾口谷,35.636657,136.638446,1,1
212180026000,根尾奥谷,35.626711,136.653964,1,1
212180027000,日当,35.587377,136.629577,1,1
212180028000,金原,35.574584,136.643585,1,1
212180029000,佐原,35.558479,136.642895,1,1
212180030000,神海,35.543195,136.642043,1,1
212180031000,木知原,35.530975,136.660455,1,1
212180032000,外山,35.555592,136.672390,1,1
212180033000,山口,35.504143,136.661080,1,1
212180034000,曽井中島,35.489740,136.664083,1,1
212180035000,法林寺,35.500442,136.669659,1,1
212180036000,文殊,35.489529,136.680291,1,1
212180037000,根尾西板屋,35.649936,136.614594,1,1
212180038000,石神,35.487853,136.657909,1,1
212180039000,上高屋,35.476681,136.657053,1,1
212180040000,見延,35.465954,136.664098,1,1
212180041000,数屋,35.469348,136.652025,1,1
212180042000,有里,35.468720,136.658163,1,1
212180043000,随原,35.464045,136.656238,1,1
212180044000,屋井,35.459667,136.648385,1,1
212180045000,七五三,35.450375,136.648335,1,1
212180046000,早野,35.454369,136.663687,1,1
212180047000,上保,35.469642,136.678084,1,1
212180048000,郡府,35.462075,136.684566,1,1
212180049000,北野,35.461422,136.692997,1,1
212180050000,春近,35.458443,136.693746,1,1
212180051000,石原,35.457524,136.685219,1,1
212180052000,三橋,35.456905,136.673315,1,1
212180053000,仏生寺,35.447450,136.681636,1,1
212180054000,三橋鶴舞,35.450930,136.672464,1,1
212180055001,三橋一丁目,35.454337,136.671609,1,3
212180055002,三橋二丁目,35.454807,136.673521,1,3
212180055003,三橋三丁目,35.450777,136.674497,1,3
212180055004,三橋四丁目,35.449008,136.674222,1,3
212180055005,三橋五丁目,35.452334,136.672315,1,3
212180056000,上真桑,35.445701,136.667863,1,1
212180057000,下真桑,35.440004,136.655386,1,1
212180058000,軽海,35.432807,136.658869,1,1
212180059000,十四条,35.426404,136.657690,1,1
212180060000,宗慶,35.435194,136.670062,1,1
212180061000,小柿,35.426618,136.673056,1,1
212180062000,政田,35.440918,136.641650,1,1
212180063000,下福島,35.427905,136.647033,1,1
212180064000,温井,35.434414,136.633384,1,1
212180065000,浅木,35.445148,136.636934,1,1
212180066000,海老,35.449303,136.637377,1,1
212180067000,国領,35.441059,136.638614,1,1
212180068000,長屋,35.481211,136.663327,1,1
